# Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Mach number (​)
186.598,3555.52,52.269,0.151,303.955,1.042,303.957,NaN,4.667e4,0,59.025,0.362,0,240.907,0,463.244,13.028,-12.186,602.122,0.161
187.098,3529.422,52.195,0.146,302.988,1.042,302.99,NaN,4.667e4,0,59.025,0.362,0,240.907,0,463.204,13.028,-12.017,604.164,0.161
187.598,3503.361,52.122,0.149,302.026,1.042,302.028,NaN,4.667e4,0,59.025,0.362,0,240.907,0,463.174,13.028,-11.847,606.203,0.161
188.098,3477.336,52.05,0.152,301.059,1.041,301.061,NaN,4.667e4,0,59.025,0.362,0,240.907,0,463.141,13.028,-11.678,608.239,0.16
188.598,3451.347,51.979,0.147,300.082,1.041,300.084,NaN,4.667e4,0,59.025,0.362,0,240.907,0,463.09,13.028,-11.509,610.273,0.16
189.098,3425.394,51.906,0.146,299.103,1.041,299.104,NaN,4.667e4,0,59.025,0.362,0,240.907,0,463.051,13.028,-11.341,612.303,0.16
189.598,3399.477,51.835,0.142,298.131,1.04,298.133,NaN,4.667e4,0,59.025,0.362,0,240.907,0,463.009,13.028,-11.172,614.331,0.16
190.098,3373.595,51.764,0.141,297.164,1.04,297.166,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.97,13.028,-11.004,616.356,0.159
190.598,3347.749,51.693,0.143,296.2,1.04,296.201,NaN,4.667e4,0,59.025,0.362,0,240.907,0,463.012,13.028,-10.836,618.485,0.159
191.098,3321.938,51.622,0.145,295.239,1.039,295.241,NaN,4.667e4,0,59.025,0.362,0,240.907,0,463.044,13.028,-10.668,620.614,0.159
191.598,3296.162,51.552,0.144,294.278,1.039,294.28,NaN,4.667e4,0,59.025,0.362,0,240.907,0,463.055,13.028,-10.501,622.74,0.159
192.098,3270.422,51.482,0.142,293.31,1.038,293.312,NaN,4.667e4,0,59.025,0.362,0,240.907,0,463.054,13.028,-10.333,624.863,0.158
192.598,3244.717,51.41,0.144,292.341,1.038,292.342,NaN,4.667e4,0,59.025,0.362,0,240.907,0,463.053,13.028,-10.166,626.983,0.158
193.098,3219.048,51.34,0.142,291.369,1.038,291.371,NaN,4.667e4,0,59.025,0.362,0,240.907,0,463.037,13.028,-9.999,629.1,0.158
193.598,3193.414,51.269,0.148,290.394,1.037,290.396,NaN,4.667e4,0,59.025,0.362,0,240.907,0,463.025,13.028,-9.833,631.214,0.157
194.098,3167.816,51.198,0.141,289.425,1.037,289.427,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.997,13.028,-9.666,633.325,0.157
194.598,3142.253,51.128,0.14,288.46,1.037,288.462,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.971,13.028,-9.5,635.434,0.157
195.098,3116.724,51.058,0.141,287.496,1.036,287.498,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.946,13.028,-9.334,637.539,0.157
195.598,3091.231,50.989,0.14,286.53,1.036,286.532,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.914,13.028,-9.169,639.642,0.156
196.098,3065.772,50.919,0.138,285.564,1.036,285.566,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.881,13.028,-9.003,641.741,0.156
196.598,3040.348,50.85,0.139,284.602,1.035,284.604,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.852,13.028,-8.838,643.838,0.156
197.098,3014.958,50.782,0.147,283.639,1.035,283.64,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.831,13.028,-8.673,645.932,0.156
197.598,2989.603,50.715,0.135,282.665,1.035,282.667,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.778,13.028,-8.508,648.024,0.155
198.098,2964.281,50.648,0.139,281.685,1.034,281.687,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.751,13.028,-8.343,650.112,0.155
198.598,2938.993,50.581,0.135,280.7,1.034,280.702,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.711,13.028,-8.179,652.198,0.155
199.098,2913.739,50.515,0.137,279.708,1.033,279.71,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.679,13.028,-8.015,654.281,0.155
199.598,2888.518,50.449,0.132,278.709,1.033,278.711,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.636,13.028,-7.851,656.361,0.154
200.098,2863.33,50.383,0.132,277.707,1.033,277.709,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.631,13.028,-7.687,658.481,0.154
200.598,2838.175,50.317,0.133,276.705,1.032,276.707,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.67,13.028,-7.524,660.667,0.154
201.098,2813.052,50.251,0.133,275.701,1.032,275.703,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.69,13.028,-7.36,662.85,0.154
201.598,2787.964,50.185,0.136,274.696,1.032,274.698,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.706,13.028,-7.197,665.03,0.153
202.098,2762.908,50.119,0.137,273.687,1.031,273.689,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.705,13.028,-7.034,667.207,0.153
202.598,2737.886,50.052,0.138,272.678,1.031,272.68,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.699,13.028,-6.872,669.381,0.153
203.098,2712.896,49.985,0.142,271.679,1.031,271.681,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.696,13.028,-6.709,671.552,0.153
203.598,2687.94,49.92,0.141,270.678,1.03,270.68,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.678,13.028,-6.547,673.72,0.152
204.098,2663.017,49.855,0.149,269.665,1.03,269.667,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.66,13.028,-6.385,675.886,0.152
204.598,2638.127,49.788,0.131,268.654,1.03,268.656,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.617,13.028,-6.223,678.049,0.152
205.098,2613.27,49.722,0.143,267.652,1.029,267.654,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.604,13.028,-6.062,680.209,0.152
205.598,2588.445,49.656,0.135,266.656,1.029,266.658,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.568,13.028,-5.9,682.365,0.151
206.098,2563.653,49.591,0.145,265.673,1.029,265.675,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.558,13.028,-5.739,684.52,0.151
206.598,2538.893,49.527,0.129,264.687,1.028,264.689,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.503,13.028,-5.578,686.671,0.151
207.098,2514.166,49.463,0.127,263.694,1.028,263.696,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.473,13.028,-5.418,688.82,0.151
207.598,2489.47,49.4,0.127,262.703,1.028,262.705,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.443,13.028,-5.257,690.965,0.15
208.098,2464.806,49.336,0.126,261.712,1.027,261.714,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.413,13.028,-5.097,693.108,0.15
208.598,2440.173,49.274,0.126,260.718,1.027,260.72,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.383,13.028,-4.937,695.249,0.15
209.098,2415.572,49.212,0.129,259.721,1.026,259.723,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.356,13.028,-4.777,697.386,0.15
209.598,2391.002,49.15,0.145,258.717,1.026,258.719,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.339,13.028,-4.617,699.521,0.149
210.098,2366.463,49.087,0.123,257.719,1.026,257.721,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.304,13.028,-4.458,701.683,0.149
210.598,2341.955,49.025,0.124,256.729,1.025,256.731,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.343,13.028,-4.298,703.925,0.149
211.098,2317.478,48.964,0.127,255.737,1.025,255.739,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.371,13.028,-4.139,706.165,0.149
211.598,2293.032,48.902,0.151,254.74,1.025,254.743,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.418,13.028,-3.98,708.401,0.149
212.098,2268.617,48.841,0.125,253.73,1.024,253.732,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.378,13.028,-3.822,710.634,0.148
212.598,2244.233,48.779,0.129,252.709,1.024,252.711,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.378,13.028,-3.663,712.865,0.148
213.098,2219.88,48.716,0.124,251.693,1.024,251.695,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.365,13.028,-3.505,715.093,0.148
213.598,2195.558,48.654,0.124,250.68,1.023,250.682,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.352,13.028,-3.347,717.318,0.148
214.098,2171.268,48.593,0.125,249.667,1.023,249.669,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.335,13.028,-3.189,719.54,0.147
214.598,2147.008,48.531,0.124,248.655,1.023,248.657,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.316,13.028,-3.031,721.759,0.147
215.098,2122.779,48.47,0.127,247.643,1.022,247.645,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.293,13.028,-2.874,723.976,0.147
215.598,2098.58,48.408,0.15,246.633,1.022,246.635,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.297,13.028,-2.716,726.189,0.147
216.098,2074.412,48.345,0.121,245.639,1.022,245.641,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.236,13.028,-2.559,728.4,0.146
216.598,2050.275,48.285,0.121,244.655,1.021,244.657,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.21,13.028,-2.402,730.608,0.146
217.098,2026.167,48.225,0.124,243.673,1.021,243.675,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.187,13.028,-2.246,732.814,0.146
217.598,2002.09,48.164,0.123,242.696,1.021,242.699,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.159,13.028,-2.089,735.016,0.146
218.098,1978.042,48.104,0.12,241.728,1.02,241.73,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.129,13.028,-1.933,737.216,0.146
218.598,1954.024,48.045,0.118,240.766,1.02,240.768,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.1,13.028,-1.777,739.413,0.145
219.098,1930.036,47.986,0.12,239.808,1.02,239.81,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.077,13.028,-1.621,741.608,0.145
219.598,1906.076,47.928,0.13,238.845,1.019,238.848,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.055,13.028,-1.465,743.799,0.145
220.098,1882.146,47.869,0.115,237.887,1.019,237.889,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.014,13.028,-1.309,745.989,0.145
220.598,1858.245,47.811,0.124,236.936,1.019,236.938,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.035,13.028,-1.154,748.245,0.145
221.098,1834.373,47.753,0.121,235.989,1.018,235.991,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.065,13.028,-0.999,750.543,0.144
221.598,1810.53,47.694,0.121,235.052,1.018,235.054,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.084,13.028,-0.844,752.838,0.144
222.098,1786.716,47.635,0.121,234.123,1.018,234.126,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.097,13.028,-0.689,755.13,0.144
222.598,1762.931,47.577,0.133,233.195,1.017,233.197,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.115,13.028,-0.535,757.42,0.144
223.098,1739.175,47.52,0.135,232.254,1.017,232.256,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.11,13.028,-0.38,759.706,0.143
223.598,1715.449,47.463,0.118,231.297,1.017,231.3,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.074,13.028,-0.226,761.99,0.143
224.098,1691.752,47.404,0.116,230.335,1.016,230.337,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.06,13.028,-0.072,764.271,0.143
224.598,1668.083,47.346,0.126,229.375,1.016,229.378,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.053,13.028,0.082,766.549,0.143
225.098,1644.444,47.288,0.122,228.423,1.016,228.425,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.03,13.028,0.236,768.825,0.143
225.598,1620.834,47.229,0.141,227.481,1.015,227.483,NaN,4.667e4,0,59.025,0.362,0,240.907,0,462.03,13.028,0.389,771.097,0.142
226.098,1597.252,47.17,0.117,226.555,1.015,226.557,NaN,4.667e4,0,59.025,0.362,0,240.907,0,461.98,13.028,0.542,773.367,0.142
226.598,1573.699,47.113,0.114,225.642,1.015,225.645,NaN,4.667e4,0,59.025,0.362,0,240.907,0,461.958,13.028,0.695,775.634,0.142
227.098,1550.174,47.057,0.113,224.731,1.014,224.734,NaN,4.667e4,0,59.025,0.362,0,240.907,0,461.934,13.028,0.848,777.898,0.142
227.598,1526.677,47.001,0.114,223.817,1.014,223.819,NaN,4.667e4,0,59.025,0.362,0,240.907,0,461.912,13.028,1.001,780.16,0.142
228.098,1503.209,46.945,0.117,222.898,1.014,222.901,NaN,4.667e4,0,59.025,0.362,0,240.907,0,461.89,13.028,1.154,782.419,0.141
228.099,1503.162,46.945,178.212,222.897,1.014,222.899,NaN,4.667e4,0,59.025,0.362,0,240.907,0,8773.719,247.466,1.154,782.424,0.141
228.104,1502.902,45.946,170.286,222.886,1.014,222.889,NaN,4.667e4,0,59.025,0.362,0,240.907,0,8403.839,247.466,1.156,782.449,0.138
228.11,1502.635,44.947,162.531,222.875,1.014,222.878,NaN,4.667e4,0,59.025,0.362,0,240.907,0,8041.91,247.466,1.157,782.474,0.135
228.116,1502.362,43.948,154.946,222.864,1.014,222.866,NaN,4.667e4,0,59.025,0.362,0,240.907,0,7687.945,247.466,1.159,782.501,0.132
228.123,1502.082,42.949,147.533,222.852,1.014,222.854,NaN,4.667e4,0,59.025,0.362,0,240.907,0,7341.942,247.466,1.161,782.528,0.129
228.13,1501.794,41.95,140.289,222.839,1.014,222.842,NaN,4.667e4,0,59.025,0.362,0,240.907,0,7003.904,247.466,1.163,782.555,0.126
228.137,1501.499,40.951,133.217,222.826,1.014,222.828,NaN,4.667e4,0,59.025,0.362,0,240.907,0,6673.829,247.466,1.165,782.584,0.123
228.144,1501.196,39.952,126.315,222.812,1.014,222.814,NaN,4.667e4,0,59.025,0.362,0,240.907,0,6351.719,247.466,1.167,782.613,0.12
228.152,1500.884,38.954,119.584,222.797,1.014,222.8,NaN,4.667e4,0,59.025,0.362,0,240.907,0,6037.578,247.466,1.169,782.643,0.117
228.161,1500.563,37.955,113.023,222.782,1.014,222.784,NaN,4.667e4,0,59.025,0.362,0,240.907,0,5731.411,247.466,1.171,782.674,0.114
228.169,1500.232,36.956,106.634,222.765,1.014,222.768,NaN,4.667e4,0,59.025,0.362,0,240.907,0,5433.21,247.466,1.173,782.706,0.111
228.179,1499.89,35.958,100.415,222.748,1.014,222.75,NaN,4.667e4,0,59.025,0.362,0,240.907,0,5142.974,247.466,1.175,782.738,0.108
228.189,1499.538,34.959,94.366,222.729,1.014,222.731,NaN,4.667e4,0,59.025,0.362,0,240.907,0,4860.705,247.466,1.178,782.772,0.105
228.199,1499.173,33.961,88.489,222.709,1.014,222.711,NaN,4.667e4,0,59.025,0.362,0,240.907,0,4586.404,247.466,1.18,782.808,0.102
228.211,1498.795,32.963,82.781,222.688,1.014,222.69,NaN,4.667e4,0,59.025,0.362,0,240.907,0,4320.038,247.466,1.182,782.844,0.099
228.223,1498.404,31.965,77.244,222.665,1.014,222.667,NaN,4.667e4,0,59.025,0.362,0,240.907,0,4061.634,247.466,1.185,782.882,0.096
228.236,1497.997,30.967,71.878,222.641,1.014,222.643,NaN,4.667e4,0,59.025,0.362,0,240.907,0,3811.194,247.466,1.188,782.921,0.093
228.25,1497.574,29.969,66.683,222.614,1.014,222.617,NaN,4.667e4,0,59.025,0.362,0,240.907,0,3568.719,247.466,1.19,782.961,0.09
228.265,1497.133,28.971,61.659,222.586,1.014,222.588,NaN,4.667e4,0,59.025,0.362,0,240.907,0,3334.273,247.466,1.193,783.004,0.087
228.281,1496.672,27.974,56.807,222.555,1.014,222.557,NaN,4.667e4,0,59.025,0.362,0,240.907,0,3107.826,247.466,1.196,783.048,0.084
228.298,1496.19,26.977,52.127,222.521,1.014,222.524,NaN,4.667e4,0,59.025,0.362,0,240.907,0,2889.385,247.466,1.199,783.095,0.081
228.318,1495.683,25.98,47.612,222.484,1.014,222.487,NaN,4.667e4,0,59.025,0.362,0,240.907,0,2678.669,247.466,1.203,783.143,0.078
228.339,1495.15,24.984,43.267,222.444,1.014,222.446,NaN,4.667e4,0,59.025,0.362,0,240.907,0,2475.928,247.466,1.206,783.195,0.075
228.362,1494.585,23.988,39.095,222.399,1.014,222.401,NaN,4.667e4,0,59.025,0.362,0,240.907,0,2281.217,247.466,1.21,783.249,0.072
228.387,1493.987,22.992,35.094,222.349,1.014,222.352,NaN,4.667e4,0,59.025,0.362,0,240.907,0,2094.504,247.466,1.214,783.307,0.069
228.416,1493.348,21.996,31.264,222.294,1.014,222.296,NaN,4.667e4,0,59.025,0.362,0,240.907,0,1915.755,247.466,1.218,783.368,0.066
228.448,1492.663,21,27.605,222.231,1.014,222.234,NaN,4.667e4,0,59.025,0.362,0,240.907,0,1744.974,247.466,1.222,783.434,0.063
228.484,1491.924,20.005,24.116,222.161,1.014,222.163,NaN,4.667e4,0,59.025,0.362,0,240.907,0,1582.173,247.466,1.227,783.505,0.06
228.525,1491.119,19.01,20.799,222.079,1.014,222.082,NaN,4.667e4,0,59.025,0.362,0,240.907,0,1427.335,247.466,1.232,783.583,0.057
228.573,1490.234,18.016,17.652,221.985,1.013,221.988,NaN,4.667e4,0,59.025,0.362,0,240.907,0,1280.472,247.466,1.238,783.668,0.054
228.63,1489.248,17.022,14.676,221.875,1.013,221.877,NaN,4.667e4,0,59.025,0.362,0,240.907,0,1141.58,247.466,1.244,783.763,0.051
228.698,1488.13,16.029,11.87,221.741,1.013,221.744,NaN,4.667e4,0,59.025,0.362,0,240.907,0,1010.66,247.466,1.252,783.87,0.048
228.783,1486.832,15.036,9.236,221.577,1.013,221.579,NaN,4.667e4,0,59.025,0.362,0,240.907,0,887.71,247.466,1.26,783.995,0.045
228.891,1485.272,14.046,6.778,221.365,1.013,221.367,NaN,4.667e4,0,59.025,0.362,0,240.907,0,772.885,247.466,1.27,784.146,0.042
229.038,1483.293,13.062,4.482,221.074,1.013,221.077,NaN,4.667e4,0,59.025,0.362,0,240.907,0,665.841,247.466,1.283,784.336,0.039
229.261,1480.525,12.078,2.365,220.628,1.013,220.631,NaN,4.667e4,0,59.025,0.362,0,240.907,0,566.905,247.466,1.301,784.602,0.036
229.684,1475.7,11.084,0.415,219.791,1.013,219.794,NaN,4.667e4,0,59.025,0.362,0,240.907,0,476.021,247.466,1.332,785.067,0.033
230.184,1470.296,10.882,0.156,218.814,1.013,218.816,NaN,4.667e4,0,59.025,0.362,0,240.907,0,458.471,247.466,1.368,785.587,0.032
230.684,1464.949,10.878,0.254,217.815,1.013,217.817,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.324,247.466,1.402,786.102,0.032
231.184,1459.607,10.897,0.063,216.766,1.013,216.768,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.828,247.466,1.437,786.616,0.032
231.684,1454.267,10.89,0.065,215.692,1.013,215.695,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.946,247.466,1.472,787.13,0.032
232.184,1448.928,10.881,0.117,214.635,1.013,214.637,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457,247.466,1.506,787.644,0.032
232.684,1443.591,10.867,0.315,213.6,1.013,213.603,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.394,247.466,1.541,788.158,0.032
233.184,1438.255,10.892,0.022,212.541,1.013,212.543,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.729,247.466,1.576,788.671,0.032
233.684,1432.921,10.89,0.213,211.445,1.013,211.447,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.141,247.466,1.611,789.184,0.032
234.184,1427.588,10.865,0.353,210.378,1.013,210.381,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.437,247.466,1.645,789.698,0.032
234.684,1422.257,10.828,0.49,209.382,1.013,209.385,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.807,247.466,1.68,790.211,0.032
235.184,1416.929,10.782,0.07,208.492,1.012,208.494,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.429,247.466,1.714,790.724,0.032
235.684,1411.601,10.779,0.11,207.671,1.012,207.674,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.957,247.466,1.749,791.237,0.032
236.184,1406.274,10.785,0.202,206.846,1.012,206.848,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.118,247.466,1.784,791.749,0.032
236.684,1400.948,10.798,0.128,205.981,1.012,205.983,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.939,247.466,1.818,792.262,0.032
237.184,1395.623,10.807,0.165,205.075,1.012,205.077,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.04,247.466,1.853,792.775,0.032
237.684,1390.3,10.818,0.195,204.132,1.012,204.135,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.069,247.466,1.888,793.287,0.032
238.184,1384.978,10.798,0.065,203.194,1.012,203.196,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.886,247.466,1.922,793.799,0.032
238.684,1379.657,10.802,0.236,202.271,1.012,202.274,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.206,247.466,1.957,794.311,0.032
239.184,1374.338,10.819,0.169,201.311,1.012,201.314,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.964,247.466,1.991,794.823,0.032
239.684,1369.02,10.802,0.215,200.343,1.012,200.346,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.111,247.466,2.026,795.355,0.032
240.184,1363.704,10.78,0.062,199.423,1.012,199.426,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.882,247.466,2.06,795.893,0.032
240.684,1358.389,10.773,0.133,198.537,1.012,198.54,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.038,247.466,2.095,796.431,0.032
241.184,1353.075,10.759,0.31,197.676,1.012,197.679,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.395,247.466,2.13,796.969,0.032
241.684,1347.764,10.78,0.445,196.792,1.012,196.795,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.707,247.466,2.164,797.506,0.032
242.184,1342.455,10.815,0.22,195.815,1.011,195.817,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.753,247.466,2.199,798.044,0.032
242.684,1337.147,10.837,0.035,194.753,1.011,194.756,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.835,247.466,2.233,798.581,0.032
243.184,1331.839,10.839,0.117,193.661,1.011,193.663,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.022,247.466,2.268,799.118,0.032
243.684,1326.533,10.824,0.158,192.578,1.011,192.581,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.059,247.466,2.302,799.655,0.032
244.184,1321.228,10.806,0.169,191.53,1.011,191.532,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.05,247.466,2.337,800.192,0.032
244.684,1315.925,10.787,0.143,190.522,1.011,190.525,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.007,247.466,2.371,800.729,0.032
245.184,1310.623,10.798,0.165,189.518,1.011,189.521,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.052,247.466,2.405,801.266,0.032
245.684,1305.322,10.779,0.028,188.517,1.011,188.519,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.916,247.466,2.44,801.802,0.032
246.184,1300.023,10.78,0.101,187.532,1.011,187.535,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.019,247.466,2.474,802.339,0.032
246.684,1294.725,10.786,0.078,186.532,1.011,186.535,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.98,247.466,2.509,802.875,0.032
247.184,1289.429,10.776,0.039,185.528,1.011,185.531,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.969,247.466,2.543,803.411,0.032
247.684,1284.134,10.777,0.041,184.53,1.011,184.533,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.981,247.466,2.578,803.947,0.032
248.184,1278.84,10.778,0.16,183.522,1.011,183.524,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.097,247.466,2.612,804.483,0.032
248.684,1273.548,10.79,0.01,182.488,1.01,182.491,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.92,247.466,2.646,805.018,0.032
249.184,1268.258,10.787,0.176,181.436,1.01,181.438,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.118,247.466,2.681,805.554,0.032
249.684,1262.968,10.767,0.322,180.406,1.01,180.409,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.409,247.466,2.715,806.089,0.032
250.184,1257.681,10.793,0.073,179.358,1.01,179.361,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.768,247.466,2.75,806.624,0.032
250.684,1252.396,10.786,0.25,178.28,1.01,178.282,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.242,247.466,2.784,807.159,0.032
251.184,1247.111,10.757,0.512,177.241,1.01,177.244,NaN,4.667e4,0,59.025,0.362,0,240.907,0,458.08,247.466,2.818,807.694,0.032
251.684,1241.829,10.705,0.356,176.298,1.01,176.301,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.994,247.466,2.853,808.229,0.032
252.184,1236.55,10.677,0.148,175.463,1.01,175.466,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.768,247.466,2.887,808.763,0.032
252.684,1231.27,10.688,0.514,174.654,1.01,174.657,NaN,4.667e4,0,59.025,0.362,0,240.907,0,458.174,247.466,2.921,809.297,0.032
253.184,1225.993,10.722,0.101,173.762,1.01,173.765,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.443,247.466,2.956,809.832,0.032
253.684,1220.716,10.735,0.157,172.794,1.01,172.797,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.032,247.466,2.99,810.366,0.032
254.184,1215.44,10.718,0.177,171.832,1.01,171.835,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.075,247.466,3.024,810.9,0.032
254.684,1210.165,10.731,0.454,170.868,1.01,170.871,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.894,247.466,3.058,811.434,0.032
255.184,1204.893,10.768,0.081,169.825,1.01,169.828,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.553,247.466,3.093,811.967,0.032
255.684,1199.622,10.778,0.012,168.715,1.009,168.718,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.934,247.466,3.127,812.501,0.032
256.184,1194.351,10.775,0.252,167.597,1.009,167.6,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.278,247.466,3.161,813.034,0.032
256.684,1189.082,10.745,0.184,166.512,1.009,166.515,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.001,247.466,3.195,813.568,0.032
257.184,1183.815,10.725,0.032,165.48,1.009,165.484,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.905,247.466,3.23,814.101,0.032
257.684,1178.548,10.726,0.008,164.468,1.009,164.472,NaN,4.667e4,0,59.025,0.362,0,240.907,0,456.977,247.466,3.264,814.634,0.032
258.184,1173.283,10.723,0.158,163.453,1.009,163.456,NaN,4.667e4,0,59.025,0.362,0,240.907,0,457.105,247.466,3.298,815.167,0.032
