# Simulation 8 (Data loaded from a file)
# 1012 data points written for 20 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (27 m/s)
#
# Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Mach number (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
16.616,2591.048,53.314,10.377,74.719,0.058,74.719,0.573,1.164e4,2676,3.291,0.027,123.6,88,0,7.047,0.41,-1.842,738.5,0.162
16.666,2593.695,52.796,10.364,74.879,0.058,74.879,0.688,1.164e4,2676,3.291,0.027,123.5,88,0,6.915,0.41,-1.859,738.3,0.16
16.716,2596.317,52.278,10.353,75.038,0.059,75.038,0.63,1.164e4,2676,3.291,0.027,123.5,88,0,6.775,0.41,-1.876,738,0.159
16.766,2598.914,51.761,10.343,75.196,0.059,75.196,0.458,1.164e4,2676,3.291,0.027,123.6,88,0,6.636,0.41,-1.893,737.8,0.157
16.816,2601.484,51.245,10.333,75.355,0.059,75.355,0.401,1.164e4,2676,3.291,0.027,123.7,88,0,6.501,0.41,-1.91,737.5,0.156
16.866,2604.028,50.729,10.326,75.512,0.059,75.513,0.115,1.164e4,2676,3.291,0.027,124,88,0,6.363,0.41,-1.926,737.3,0.154
16.916,2606.547,50.214,10.321,75.67,0.06,75.67,0.172,1.164e4,2676,3.291,0.027,123.9,88,0,6.229,0.41,-1.943,737.1,0.153
16.966,2609.04,49.699,10.312,75.828,0.06,75.828,0.286,1.164e4,2676,3.291,0.027,123.8,88,0,6.101,0.41,-1.959,736.9,0.151
17.016,2611.507,49.185,10.306,75.985,0.06,75.985,0.516,1.164e4,2676,3.291,0.027,123.6,88,0,5.974,0.409,-1.975,736.6,0.149
17.066,2613.948,48.671,10.297,76.143,0.06,76.143,0.573,1.164e4,2676,3.291,0.027,123.5,88,0,5.85,0.409,-1.991,736.4,0.148
17.116,2616.364,48.158,10.291,76.301,0.061,76.301,0.745,1.164e4,2676,3.291,0.027,123.4,88,0,5.727,0.409,-2.006,736.2,0.146
17.166,2618.754,47.645,10.281,76.459,0.061,76.459,0.802,1.164e4,2676,3.291,0.027,123.4,88,0,5.605,0.409,-2.022,736,0.145
17.216,2621.118,47.132,10.269,76.617,0.061,76.617,0.745,1.164e4,2676,3.291,0.027,123.4,88,0,5.483,0.409,-2.037,735.7,0.143
17.266,2623.456,46.621,10.258,76.776,0.061,76.776,0.745,1.164e4,2676,3.291,0.027,123.4,88,0,5.363,0.409,-2.052,735.5,0.142
17.316,2625.769,46.11,10.246,76.934,0.062,76.934,0.63,1.164e4,2676,3.291,0.027,123.5,88,0,5.244,0.409,-2.067,735.3,0.14
17.366,2628.056,45.599,10.233,77.093,0.062,77.093,0.516,1.164e4,2676,3.291,0.027,123.6,88,0,5.125,0.409,-2.082,735.1,0.139
17.416,2630.318,45.089,10.217,77.252,0.062,77.252,0.286,1.164e4,2676,3.291,0.027,123.8,88,0,5.01,0.409,-2.097,734.9,0.137
17.466,2632.554,44.58,10.204,77.411,0.062,77.411,0.057,1.164e4,2676,3.291,0.027,124,88,0,4.897,0.409,-2.112,734.7,0.136
17.516,2634.765,44.071,10.191,77.57,0.063,77.57,0.115,1.164e4,2676,3.291,0.027,123.9,88,0,4.788,0.409,-2.126,734.5,0.134
17.566,2636.95,43.563,10.18,77.729,0.063,77.729,0.229,1.164e4,2676,3.291,0.027,123.9,88,0,4.677,0.409,-2.14,734.3,0.133
17.616,2639.109,43.055,10.169,77.887,0.063,77.887,0.344,1.164e4,2676,3.291,0.027,123.7,88,0,4.57,0.409,-2.154,734.1,0.131
17.666,2641.243,42.548,10.158,78.045,0.063,78.045,0.458,1.164e4,2676,3.291,0.027,123.6,88,0,4.464,0.409,-2.168,733.9,0.13
17.716,2643.352,42.041,10.15,78.203,0.064,78.203,0.401,1.164e4,2676,3.291,0.027,123.7,88,0,4.354,0.409,-2.182,733.7,0.128
17.766,2645.436,41.535,10.141,78.361,0.064,78.361,0.344,1.164e4,2676,3.291,0.027,123.7,88,0,4.247,0.409,-2.195,733.5,0.126
17.816,2647.494,41.029,10.133,78.518,0.064,78.518,0.344,1.164e4,2676,3.291,0.027,123.7,88,0,4.142,0.408,-2.209,733.3,0.125
17.866,2649.527,40.524,10.124,78.675,0.064,78.675,0.344,1.164e4,2676,3.291,0.027,123.8,88,0,4.039,0.408,-2.222,733.1,0.123
17.916,2651.534,40.019,10.116,78.832,0.065,78.832,0.344,1.164e4,2676,3.291,0.027,123.8,88,0,3.937,0.408,-2.235,733,0.122
17.966,2653.516,39.515,10.106,78.989,0.065,78.989,0.401,1.164e4,2676,3.291,0.027,123.7,88,0,3.84,0.408,-2.248,732.8,0.12
18.016,2655.473,39.011,10.098,79.145,0.065,79.145,0.401,1.164e4,2676,3.291,0.027,123.7,88,0,3.742,0.408,-2.261,732.6,0.119
18.066,2657.405,38.508,10.09,79.301,0.066,79.301,0.401,1.164e4,2676,3.291,0.027,123.7,88,0,3.645,0.408,-2.273,732.4,0.117
18.116,2659.311,38.005,10.084,79.457,0.066,79.457,0.229,1.164e4,2676,3.291,0.027,123.8,88,0,3.546,0.408,-2.286,732.3,0.116
18.166,2661.192,37.502,10.076,79.613,0.066,79.613,0.172,1.164e4,2676,3.291,0.027,123.9,88,0,3.452,0.408,-2.298,732.1,0.114
18.216,2663.049,37,10.069,79.768,0.066,79.768,0.172,1.164e4,2676,3.291,0.027,123.9,88,0,3.359,0.408,-2.31,731.9,0.113
18.266,2664.879,36.498,10.06,79.924,0.067,79.924,0.229,1.164e4,2676,3.291,0.027,123.9,88,0,3.269,0.408,-2.322,731.7,0.111
18.316,2666.685,35.997,10.052,80.079,0.067,80.079,0.229,1.164e4,2676,3.291,0.027,123.8,88,0,3.18,0.408,-2.333,731.6,0.11
18.366,2668.466,35.496,10.043,80.234,0.067,80.234,0.401,1.164e4,2676,3.291,0.027,123.7,88,0,3.095,0.408,-2.345,731.4,0.108
18.416,2670.221,34.996,10.033,80.389,0.067,80.389,0.688,1.164e4,2676,3.291,0.027,123.4,88,0,3.016,0.408,-2.356,731.3,0.107
18.466,2671.952,34.496,10.023,80.544,0.068,80.544,0.917,1.164e4,2676,3.291,0.027,123.3,88,0,2.937,0.408,-2.368,731.1,0.105
18.516,2673.657,33.997,10.015,80.698,0.068,80.698,1.031,1.164e4,2676,3.291,0.027,123.2,88,0,2.857,0.408,-2.379,730.9,0.104
18.566,2675.337,33.498,10.008,80.852,0.068,80.852,0.974,1.164e4,2676,3.291,0.027,123.2,88,0,2.772,0.408,-2.39,730.8,0.102
18.616,2676.993,32.999,10.003,81.006,0.068,81.006,0.859,1.164e4,2676,3.291,0.027,123.3,88,0,2.688,0.408,-2.4,730.6,0.101
18.666,2678.623,32.501,9.997,81.159,0.069,81.159,0.745,1.164e4,2676,3.291,0.027,123.4,88,0,2.607,0.408,-2.411,730.5,0.099
18.716,2680.228,32.003,9.991,81.312,0.069,81.313,0.63,1.164e4,2676,3.291,0.027,123.5,88,0,2.526,0.408,-2.421,730.3,0.098
18.766,2681.808,31.505,9.985,81.465,0.069,81.465,0.573,1.164e4,2676,3.291,0.027,123.5,88,0,2.448,0.408,-2.432,730.2,0.096
18.816,2683.364,31.008,9.978,81.618,0.069,81.618,0.688,1.164e4,2676,3.291,0.027,123.4,88,0,2.376,0.407,-2.442,730.1,0.095
18.866,2684.894,30.511,9.973,81.771,0.07,81.771,0.573,1.164e4,2676,3.291,0.027,123.6,88,0,2.299,0.407,-2.452,729.9,0.093
18.916,2686.4,30.015,9.968,81.923,0.07,81.923,0.401,1.164e4,2676,3.291,0.027,123.7,88,0,2.224,0.407,-2.462,729.8,0.092
18.966,2687.88,29.519,9.961,82.075,0.07,82.075,0.516,1.164e4,2676,3.291,0.027,123.6,88,0,2.154,0.407,-2.471,729.6,0.09
19.016,2689.336,29.024,9.955,82.227,0.071,82.227,0.458,1.164e4,2676,3.291,0.027,123.6,88,0,2.084,0.407,-2.481,729.5,0.089
19.066,2690.767,28.528,9.95,82.379,0.071,82.379,0.458,1.164e4,2676,3.291,0.027,123.7,88,0,2.015,0.407,-2.49,729.4,0.087
19.116,2692.173,28.034,9.945,82.53,0.071,82.53,0.344,1.164e4,2676,3.291,0.027,123.7,88,0,1.946,0.407,-2.499,729.2,0.086
19.166,2693.554,27.539,9.94,82.682,0.071,82.682,0.229,1.164e4,2676,3.291,0.027,123.8,88,0,1.878,0.407,-2.508,729.1,0.084
19.216,2694.91,27.045,9.935,82.833,0.072,82.833,0.229,1.164e4,2676,3.291,0.027,123.9,88,0,1.813,0.407,-2.517,729,0.083
19.266,2696.241,26.551,9.933,82.984,0.072,82.984,0.115,1.164e4,2676,3.291,0.027,123.9,88,0,1.745,0.407,-2.526,728.9,0.081
19.316,2697.548,26.058,9.926,83.135,0.072,83.135,0.022,1.164e4,2676,3.291,0.027,124,88,0,1.684,0.407,-2.534,728.8,0.08
19.366,2698.829,25.565,9.921,83.286,0.073,83.286,0.034,1.164e4,2676,3.291,0.027,124,88,0,1.622,0.407,-2.542,728.6,0.079
19.416,2700.086,25.073,9.916,83.437,0.073,83.437,0.015,1.164e4,2676,3.291,0.027,124,88,0,1.563,0.407,-2.551,728.5,0.077
19.466,2701.318,24.58,9.909,83.588,0.073,83.588,0.172,1.164e4,2676,3.291,0.027,123.9,88,0,1.505,0.407,-2.559,728.4,0.076
19.516,2702.526,24.089,9.905,83.739,0.073,83.739,0.057,1.164e4,2676,3.291,0.027,124,88,0,1.447,0.407,-2.566,728.3,0.074
19.566,2703.708,23.597,9.9,83.89,0.074,83.89,0.115,1.164e4,2676,3.291,0.027,123.9,88,0,1.391,0.407,-2.574,728.2,0.073
19.616,2704.866,23.106,9.895,84.041,0.074,84.041,0.115,1.164e4,2676,3.291,0.027,123.9,88,0,1.335,0.407,-2.582,728.1,0.071
19.666,2705.999,22.616,9.89,84.191,0.074,84.191,0.115,1.164e4,2676,3.291,0.027,123.9,88,0,1.28,0.407,-2.589,728,0.07
19.716,2707.108,22.126,9.888,84.342,0.074,84.342,0.115,1.164e4,2676,3.291,0.027,123.9,88,0,1.225,0.407,-2.596,727.9,0.068
19.766,2708.191,21.636,9.882,84.492,0.075,84.492,0.057,1.164e4,2676,3.291,0.027,124,88,0,1.174,0.407,-2.603,727.8,0.067
19.816,2709.25,21.147,9.875,84.642,0.075,84.642,0.344,1.164e4,2676,3.291,0.027,123.7,88,0,1.126,0.407,-2.61,727.7,0.065
19.866,2710.285,20.658,9.87,84.793,0.075,84.793,0.401,1.164e4,2676,3.291,0.027,123.7,88,0,1.077,0.407,-2.617,727.6,0.064
19.916,2711.294,20.17,9.867,84.943,0.076,84.943,0.344,1.164e4,2676,3.291,0.027,123.7,88,0,1.027,0.407,-2.623,727.5,0.063
19.966,2712.279,19.682,9.86,85.093,0.076,85.093,0.688,1.164e4,2676,3.291,0.027,123.5,88,0,0.983,0.407,-2.63,727.4,0.061
20.016,2713.239,19.194,9.854,85.243,0.076,85.243,1.031,1.164e4,2676,3.291,0.027,123.1,88,0,0.942,0.407,-2.636,727.3,0.06
20.066,2714.175,18.708,9.846,85.393,0.076,85.393,1.547,1.164e4,2676,3.291,0.027,122.7,88,0,0.904,0.407,-2.642,727.2,0.059
20.116,2715.086,18.221,9.844,85.542,0.077,85.542,1.375,1.164e4,2676,3.291,0.027,122.8,88,0,0.856,0.407,-2.648,727.1,0.057
20.166,2715.972,17.736,9.843,85.692,0.077,85.692,1.089,1.164e4,2676,3.291,0.027,123.1,88,0,0.808,0.407,-2.654,727.1,0.055
20.216,2716.834,17.25,9.84,85.841,0.077,85.841,0.974,1.164e4,2676,3.291,0.027,123.2,88,0,0.764,0.407,-2.659,727,0.054
20.266,2717.671,16.766,9.838,85.99,0.078,85.99,0.745,1.164e4,2676,3.291,0.027,123.4,88,0,0.72,0.407,-2.665,726.9,0.052
20.316,2718.484,16.282,9.837,86.14,0.078,86.14,0.458,1.164e4,2676,3.291,0.027,123.6,88,0,0.677,0.406,-2.67,726.8,0.051
20.366,2719.272,15.798,9.833,86.289,0.078,86.289,0.516,1.164e4,2676,3.291,0.027,123.6,88,0,0.639,0.406,-2.675,726.8,0.049
20.416,2720.035,15.315,9.828,86.438,0.078,86.438,0.859,1.164e4,2676,3.291,0.027,123.3,88,0,0.604,0.406,-2.68,726.7,0.048
20.466,2720.774,14.833,9.824,86.587,0.079,86.587,1.089,1.164e4,2676,3.291,0.027,123.1,88,0,0.57,0.406,-2.685,726.6,0.047
20.516,2721.489,14.352,9.819,86.735,0.079,86.735,1.547,1.164e4,2676,3.291,0.027,122.7,88,0,0.539,0.406,-2.69,726.6,0.045
20.566,2722.178,13.872,9.815,86.884,0.079,86.884,1.948,1.164e4,2676,3.291,0.027,122.4,88,0,0.509,0.407,-2.694,726.5,0.044
20.616,2722.844,13.393,9.811,87.033,0.079,87.033,2.177,1.164e4,2676,3.291,0.027,122.2,88,0,0.479,0.408,-2.698,726.4,0.042
20.666,2723.484,12.914,9.807,87.181,0.08,87.181,2.693,1.164e4,2676,3.291,0.027,121.8,88,0,0.452,0.409,-2.703,726.4,0.041
20.716,2724.1,12.437,9.804,87.329,0.08,87.329,2.979,1.164e4,2676,3.291,0.027,121.6,88,0,0.424,0.41,-2.707,726.3,0.04
20.766,2724.692,11.961,9.8,87.478,0.08,87.478,3.438,1.164e4,2676,3.291,0.027,121.3,88,0,0.399,0.411,-2.71,726.3,0.038
20.816,2725.259,11.486,9.794,87.626,0.081,87.626,4.354,1.164e4,2676,3.291,0.027,120.7,88,0,0.38,0.412,-2.714,726.2,0.037
20.866,2725.802,11.013,9.792,87.773,0.081,87.773,4.641,1.164e4,2676,3.291,0.027,120.5,88,0,0.355,0.413,-2.718,726.2,0.036
20.916,2726.32,10.541,9.787,87.921,0.081,87.921,5.5,1.164e4,2676,3.291,0.027,119.9,88,0,0.336,0.414,-2.721,726.1,0.034
20.966,2726.814,10.071,9.783,88.069,0.081,88.069,6.303,1.164e4,2676,3.291,0.027,119.4,88,0,0.317,0.415,-2.724,726.1,0.033
21.016,2727.283,9.603,9.781,88.216,0.082,88.216,6.818,1.164e4,2676,3.291,0.027,119.1,88,0,0.295,0.417,-2.727,726,0.032
21.066,2727.728,9.138,9.778,88.363,0.082,88.363,7.506,1.164e4,2676,3.291,0.027,118.7,88,0,0.275,0.418,-2.73,726,0.03
21.116,2728.148,8.675,9.772,88.51,0.082,88.51,8.938,1.164e4,2676,3.291,0.027,118,88,0,0.264,0.419,-2.733,726,0.029
21.166,2728.544,8.215,9.77,88.657,0.083,88.657,9.855,1.164e4,2676,3.291,0.027,117.5,88,0,0.246,0.421,-2.736,725.9,0.028
21.216,2728.916,7.759,9.769,88.803,0.083,88.803,10.256,1.164e4,2676,3.291,0.027,117.3,88,0,0.223,0.423,-2.738,725.9,0.026
21.266,2729.263,7.308,9.765,88.949,0.083,88.949,11.574,1.164e4,2676,3.291,0.027,116.7,88,0,0.208,0.424,-2.74,725.9,0.025
21.316,2729.586,6.861,9.76,89.095,0.083,89.095,13.407,1.164e4,2676,3.291,0.027,115.9,88,0,0.196,0.426,-2.742,725.8,0.024
21.366,2729.884,6.421,9.753,89.241,0.084,89.241,15.814,1.164e4,2676,3.291,0.027,115,88,0,0.186,0.427,-2.744,725.8,0.023
21.416,2730.158,5.988,9.746,89.386,0.084,89.386,18.163,1.164e4,2676,3.291,0.027,114.3,88,0,0.171,0.429,-2.746,725.8,0.022
21.466,2730.407,5.564,9.742,89.532,0.084,89.532,20.168,1.164e4,2676,3.291,0.027,113.7,88,0,0.153,0.431,-2.748,725.7,0.021
21.516,2730.633,5.151,9.738,89.677,0.085,89.677,22.976,1.164e4,2676,3.291,0.027,113,88,0,0.137,0.432,-2.749,725.7,0.02
21.566,2730.833,4.753,9.735,89.821,0.085,89.821,25.783,1.164e4,2676,3.291,0.027,112.3,88,0,0.12,0.434,-2.75,725.7,0.019
21.616,2731.01,4.372,9.733,89.965,0.085,89.965,28.476,1.164e4,2676,3.291,0.027,111.8,88,0,0.102,0.436,-2.752,725.7,0.018
21.666,2731.162,4.015,9.728,90.109,0.085,90.109,32.086,1.164e4,2676,3.291,0.027,111.2,88,0,0.086,0.439,-2.753,725.7,0.017
21.716,2731.29,3.687,9.72,90.253,0.086,90.253,36.326,1.164e4,2676,3.291,0.027,110.7,88,0,0.072,0.441,-2.753,725.7,0.017
21.766,2731.394,3.398,9.711,90.396,0.086,90.396,40.795,1.164e4,2676,3.291,0.027,110.3,88,0,0.059,0.443,-2.754,725.7,0.016
21.816,2731.473,3.157,9.754,90.539,0.086,90.539,45.436,1.164e4,2676,3.291,0.027,123,88,0,0.046,0.444,-2.755,725.7,0.016
21.866,2731.528,2.979,9.752,90.682,0.087,90.682,50.248,1.164e4,2676,3.291,0.027,123.3,88,0,0.036,0.444,-2.755,725.6,0.016
21.916,2731.558,2.874,9.75,90.825,0.087,90.825,54.947,1.164e4,2676,3.291,0.027,123.7,88,0,0.025,0.446,-2.755,725.6,0.016
# Event APOGEE occurred at t=21.966 seconds
21.966,2731.565,2.85,9.747,90.967,0.087,90.967,59.817,1.164e4,2676,3.291,0.027,124.1,88,0,0.018,0.445,-2.755,725.6,0.016
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=21.967 seconds
22.016,2731.546,2.908,9.743,91.11,0.087,91.11,64.515,1.164e4,2676,3.291,0.027,124.4,88,0,0.012,0.444,-2.755,725.6,0.016
22.021,2731.543,5.242,9.753,91.124,0.088,91.124,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,3.631,NaN,-2.755,725.6,0.016
22.521,2729.997,7.492,9.75,92.507,0.09,92.507,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,3.651,NaN,-2.755,725.6,0.016
23.021,2726.068,11.3,9.321,93.796,0.093,93.796,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,7.509,NaN,-2.745,725.8,0.023
23.521,2719.916,15.111,8.502,94.953,0.096,94.953,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,16.798,NaN,-2.719,726.1,0.034
23.947,2713.114,17.992,7.349,95.806,0.098,95.806,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,30.059,NaN,-2.679,726.7,0.046
24.327,2706.002,20.224,6.246,96.449,0.1,96.449,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,42.856,NaN,-2.635,727.3,0.055
24.714,2697.914,22.117,5.268,96.987,0.102,96.987,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,53.963,NaN,-2.589,728,0.061
25.111,2688.878,23.794,4.33,97.413,0.103,97.413,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,65.291,NaN,-2.536,728.7,0.067
25.568,2677.739,25.282,3.477,97.738,0.105,97.738,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,75.254,NaN,-2.478,729.5,0.072
26.068,2664.855,26.489,2.629,97.906,0.106,97.906,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,84.929,NaN,-2.405,730.6,0.077
26.568,2651.432,27.347,1.888,97.906,0.108,97.906,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,93.412,NaN,-2.322,731.7,0.08
27.068,2637.632,27.95,1.358,97.758,0.109,97.758,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,99.834,NaN,-2.234,733,0.083
27.568,2623.575,28.354,0.973,97.475,0.11,97.475,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,104.38,NaN,-2.145,734.2,0.085
28.068,2609.343,28.623,0.7,97.076,0.111,97.076,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,107.562,NaN,-2.053,735.5,0.086
28.568,2594.997,28.795,0.474,96.586,0.111,96.586,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,109.718,NaN,-1.961,736.8,0.087
29.068,2580.577,28.917,0.473,96.006,0.112,96.007,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,111.381,NaN,-1.867,738.1,0.087
29.568,2566.11,28.981,0.379,95.331,0.112,95.331,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,112.361,NaN,-1.774,739.5,0.088
30.068,2551.616,29.015,0.239,94.584,0.113,94.584,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,112.978,NaN,-1.68,740.8,0.088
30.568,2537.106,29.034,0.168,93.788,0.113,93.788,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,113.438,NaN,-1.586,742.1,0.088
31.068,2522.589,29.041,0.154,92.953,0.113,92.953,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,113.765,NaN,-1.491,743.4,0.088
31.568,2508.07,29.037,0.096,92.086,0.113,92.087,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,113.967,NaN,-1.397,744.8,0.088
32.068,2493.554,29.029,0.056,91.201,0.113,91.201,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.109,NaN,-1.302,746.1,0.088
32.568,2479.043,29.016,0.025,90.31,0.113,90.31,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.21,NaN,-1.208,747.4,0.088
33.068,2464.539,29,0.034,89.416,0.113,89.416,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.286,NaN,-1.114,748.8,0.088
33.568,2450.044,28.984,0.127,88.506,0.113,88.506,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.354,NaN,-1.02,750.2,0.088
34.068,2435.557,28.963,0.074,87.572,0.113,87.572,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.37,NaN,-0.925,751.6,0.088
34.568,2421.081,28.943,0.04,86.631,0.113,86.631,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.386,NaN,-0.831,753,0.088
35.068,2406.615,28.922,0.048,85.693,0.113,85.693,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.401,NaN,-0.737,754.4,0.087
35.568,2392.159,28.902,0.129,84.774,0.113,84.774,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.426,NaN,-0.643,755.8,0.087
36.068,2377.714,28.88,0.087,83.879,0.113,83.879,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.418,NaN,-0.549,757.2,0.087
36.568,2363.279,28.859,0.044,82.992,0.113,82.992,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.416,NaN,-0.455,758.6,0.087
37.068,2348.855,28.838,0.11,82.091,0.112,82.091,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.431,NaN,-0.361,760,0.087
37.568,2334.442,28.818,0.158,81.158,0.112,81.158,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.446,NaN,-0.268,761.4,0.087
38.068,2320.039,28.795,0.043,80.205,0.112,80.205,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.414,NaN,-0.174,762.8,0.087
38.568,2305.647,28.774,0.061,79.256,0.112,79.256,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.418,NaN,-0.08,764.1,0.087
39.068,2291.266,28.753,0.046,78.311,0.112,78.311,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.417,NaN,0.013,765.5,0.087
39.568,2276.895,28.732,0.064,77.357,0.112,77.357,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.42,NaN,0.107,766.9,0.087
40.068,2262.534,28.712,0.155,76.379,0.111,76.379,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.443,NaN,0.2,768.3,0.087
40.568,2248.185,28.689,0.048,75.385,0.111,75.385,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.411,NaN,0.294,769.7,0.087
41.068,2233.845,28.669,0.059,74.399,0.111,74.399,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.413,NaN,0.387,771.1,0.087
41.568,2219.516,28.648,0.089,73.408,0.111,73.408,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.419,NaN,0.48,772.4,0.086
42.068,2205.198,28.627,0.078,72.4,0.111,72.4,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.415,NaN,0.573,773.8,0.086
42.568,2190.889,28.607,0.095,71.372,0.111,71.372,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.418,NaN,0.666,775.2,0.086
43.068,2176.592,28.586,0.042,70.335,0.11,70.336,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.407,NaN,0.759,776.6,0.086
43.568,2162.304,28.566,0.117,69.286,0.11,69.286,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.422,NaN,0.852,778,0.086
44.068,2148.027,28.544,0.041,68.224,0.11,68.224,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.404,NaN,0.945,779.3,0.086
44.568,2133.759,28.524,0.046,67.164,0.11,67.164,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.405,NaN,1.038,780.7,0.086
45.068,2119.503,28.505,0.143,66.124,0.11,66.124,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.425,NaN,1.131,782.1,0.086
45.568,2105.256,28.483,0.045,65.103,0.109,65.103,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.4,NaN,1.223,783.4,0.086
46.068,2091.019,28.464,0.082,64.094,0.109,64.094,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.406,NaN,1.316,784.8,0.086
46.568,2076.793,28.444,0.067,63.087,0.109,63.088,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.403,NaN,1.408,786.2,0.086
47.068,2062.576,28.424,0.063,62.068,0.109,62.068,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.402,NaN,1.501,787.6,0.086
47.568,2048.369,28.404,0.094,61.053,0.108,61.053,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.406,NaN,1.593,788.9,0.086
48.068,2034.173,28.384,0.091,60.059,0.108,60.059,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.403,NaN,1.686,790.3,0.085
48.568,2019.986,28.364,0.045,59.078,0.108,59.078,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.395,NaN,1.778,791.7,0.085
49.068,2005.809,28.344,0.04,58.099,0.108,58.099,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.395,NaN,1.87,793,0.085
49.568,1991.642,28.324,0.062,57.112,0.108,57.112,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.397,NaN,1.962,794.4,0.085
50.068,1977.485,28.306,0.146,56.137,0.107,56.137,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.421,NaN,2.054,795.8,0.085
50.568,1963.338,28.286,0.168,55.2,0.107,55.2,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.433,NaN,2.146,797.2,0.085
51.068,1949.202,28.264,0.075,54.291,0.107,54.291,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.407,NaN,2.238,798.7,0.085
51.568,1935.075,28.243,0.06,53.384,0.107,53.384,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.41,NaN,2.33,800.1,0.085
52.068,1920.958,28.223,0.067,52.466,0.107,52.466,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.414,NaN,2.422,801.5,0.085
52.568,1906.852,28.204,0.123,51.555,0.106,51.555,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.427,NaN,2.514,803,0.085
